X,0,0,1,2,0,0,2,0,0,3,0,0,0,0,0,0,3,0,0,0,1,255,169,164,1,0,0,3,0,1,0,1,0,0,0,0,2,2,255,231,255,0,2,2,1,0,2,0,1,0,2,0,0,0,0,161,255,2,0,0,0,2,2,0,0,0,1,0,175,171,181,253,250,242,0,0,2,0,0,4,0,2,0,255,253,253,167,218,255,253,4,0,0,3,1,0,0,1,255,247,255,255,169,255,255,255,1,0,2,2,0,2,2,250,255,203,255,252,255,254,254,251,0,0,0,0,1,0,0,2,253,228,254,169,160,255,255,251,0,2,0,1,0,0,0,0,185,255,253,240,254,255,253,255,0,0,0,0,0,0,0,0,75,253,172,254,254,255,254,53,0,3,0,0,0,0,0,5,0,253,255,167,254,255,255,0,2,0,0,3,0,2,1,0,0,255,255,254,254,255,255,1,0,0,2,1,0,1,3,0,3,0,1,7,0,0,0,0,4,0,0,0,1,0,0,0,0,0,64,0,27,1,0,0,0,2,0,2,2,0,1,1,1,1,0,0,202,0,0,1,0,0,2,0,1,1
Q,2,0,0,1,2,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,3,0,0,2,1,4,0,0,0,0,3,1,3,2,0,0,0,0,3,0,1,0,0,0,2,0,0,2,0,0,0,1,4,0,0,45,255,211,255,207,255,254,0,0,1,0,4,0,191,255,255,255,253,255,253,253,253,255,46,0,2,0,0,255,250,200,255,254,255,251,255,255,249,254,1,2,0,0,2,253,255,255,253,254,254,255,252,255,254,255,215,0,0,0,2,255,201,255,254,255,253,255,255,252,255,255,203,2,0,3,0,254,255,253,255,252,255,254,255,255,255,254,115,0,2,0,0,255,252,255,255,227,255,225,254,251,255,0,255,1,0,2,0,252,255,253,255,255,201,255,253,255,209,198,1,1,0,1,4,210,255,255,252,248,1,254,252,255,0,0,22,2,0,0,1,232,255,0,2,0,0,255,235,7,0,0,6,0,0,1,215,249,248,0,0,1,0,205,253,3,0,5,0,0,2,0,203,255,2,3,0,1,0,2,207,255,0,3,0,0,0,1,255,253,0,0,0,0,1,0,0,0,2,0,2
Q,0,0,1,0,2,0,2,0,0,4,0,1,0,0,3,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,1,0,1,1,3,0,5,212,241,255,255,253,3,0,1,0,0,4,0,0,148,235,252,196,255,205,254,254,252,0,0,1,2,0,193,255,247,255,254,255,254,253,211,255,252,0,2,0,178,168,247,252,255,254,255,251,255,255,255,255,27,1,0,1,203,254,255,253,255,251,255,255,254,253,255,251,203,0,2,0,207,254,254,255,253,255,255,255,255,255,255,254,225,2,0,0,255,255,254,253,255,203,207,255,253,255,255,252,2,0,2,1,0,210,253,255,202,255,252,194,255,253,254,150,0,1,0,0,0,255,255,251,253,254,199,255,255,255,188,2,18,0,0,3,1,251,254,255,255,253,208,251,253,255,3,0,1,0,0,0,0,255,255,239,254,1,0,254,255,254,0,0,0,2,0,2,0,255,255,15,0,0,2,201,255,255,0,0,0,0,1,0,0,203,254,0,1,2,0,226,210,252,0,2,0,0,0,0,0,255,254,2,0,0,2,0,149,254,1,0,0
T,3,0,1,0,1,0,2,0,0,2,0,0,1,1,0,3,0,3,0,1,0,0,2,1,125,0,0,0,0,2,1,0,2,0,0,0,5,0,0,123,124,255,111,0,1,0,0,1,0,4,0,0,0,254,244,255,129,251,254,0,0,0,0,0,3,0,1,0,207,254,253,169,253,255,255,100,3,0,1,0,0,2,255,174,255,255,252,255,233,255,250,1,0,2,0,2,0,2,254,119,114,254,255,254,112,252,255,0,1,1,0,0,0,13,255,255,255,242,119,255,254,255,255,0,0,0,0,2,0,29,255,255,254,99,176,253,255,254,255,0,2,0,0,2,0,27,252,255,117,109,254,252,253,255,255,0,0,0,5,0,1,2,254,254,255,253,255,255,255,254,0,0,3,0,0,1,0,0,255,254,255,255,253,253,255,255,1,0,0,0,2,0,3,0,2,255,254,254,254,255,251,2,0,4,0,0,0,1,0,4,0,0,231,16,127,1,3,0,1,0,0,3,3,0,4,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,4,0,1,0,1,0,1,1,0,1,0,2,3,0,2
X,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,173,255,2,0,0,3,0,2,0,0,0,2,2,0,0,0,252,254,252,0,1,0,1,0,0,0,0,1,0,0,3,2,1,169,254,4,0,0,0,4,0,1,1,1,0,1,179,126,28,178,255,237,0,5,0,0,0,2,0,1,0,255,254,253,232,209,255,255,2,0,2,0,0,1,1,0,255,254,255,253,254,255,255,250,0,3,0,0,3,0,0,2,190,162,170,255,254,255,253,255,0,0,1,0,0,0,1,0,255,245,254,167,174,255,255,255,0,1,0,0,0,0,0,2,253,255,198,158,254,254,253,255,0,0,3,0,0,1,0,0,164,253,167,255,255,255,255,0,1,1,0,2,0,0,2,0,0,175,254,255,253,255,255,0,2,0,2,2,0,4,0,0,0,5,252,252,255,254,247,3,0,0,0,0,0,0,0,0,4,0,9,55,0,4,99,0,2,0,0,5,2,0,0,3,0,0,0,0,208,0,1,2,0,4,0,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,5,1,0,1
Q,0,0,2,0,1,1,0,1,0,2,0,0,1,0,1,0,2,1,0,0,0,0,0,0,4,0,2,0,0,1,0,0,0,1,1,2,1,0,2,1,0,4,66,228,255,254,1,2,0,1,0,1,0,0,2,0,223,204,253,255,254,254,253,158,0,3,0,1,1,136,254,255,253,255,255,252,255,253,255,255,0,0,0,3,0,255,255,249,255,253,255,254,255,255,255,96,3,0,0,254,250,255,255,255,255,253,255,255,251,249,255,206,0,4,0,255,246,255,254,255,253,255,254,253,255,255,255,253,0,0,2,0,255,254,254,252,204,255,255,253,254,255,255,78,0,1,0,0,229,255,255,255,255,201,254,255,254,255,0,1,0,1,0,1,211,250,255,252,255,204,252,255,254,3,0,1,0,1,1,0,250,255,255,255,254,202,255,254,204,3,0,3,2,0,0,3,197,255,255,166,4,216,254,253,243,1,0,0,0,2,0,0,237,255,6,0,0,125,243,255,0,0,5,0,1,0,2,2,254,252,0,0,0,5,205,254,160,1,0,0,0,0,0,0,255,255,0,2,1,0,0,253,255,0,0,0
X,0,0,0,2,0,2,1,0,0,1,1,0,0,2,0,0,0,2,0,0,3,187,254,206,2,0,0,2,0,3,0,2,0,0,0,0,0,6,168,223,253,0,3,0,0,0,4,0,1,0,3,2,0,0,0,188,255,0,0,1,1,0,0,1,0,6,0,0,255,145,183,255,251,249,2,0,0,3,0,0,2,0,1,174,252,255,171,167,255,254,2,1,0,1,0,0,0,3,254,179,178,255,255,255,253,254,0,0,2,0,0,2,0,38,219,200,255,254,252,255,255,255,0,1,0,0,3,0,2,0,254,249,253,171,197,255,255,250,0,2,0,1,0,0,0,4,255,206,171,163,255,252,254,255,0,0,0,0,1,1,4,0,0,255,169,170,255,255,254,53,0,3,0,0,0,0,0,0,2,202,181,255,254,255,255,0,2,0,0,3,0,1,2,1,0,3,253,253,255,255,255,0,0,0,3,1,0,0,0,3,1,0,125,3,0,2,0,0,4,0,0,0,2,0,0,3,0,1,2,0,1,5,0,1,0,2,0,2,2,0,0,0,0,1,0,0,1,1,0,1,0,0,3,0,1,0
T,0,4,0,0,3,0,0,0,1,0,1,1,0,0,3,0,0,0,1,2,0,0,2,0,214,0,0,0,0,1,0,0,1,0,4,0,0,1,0,131,255,255,255,4,0,3,0,0,0,1,0,1,1,143,146,255,108,255,253,0,3,0,0,2,0,0,0,0,255,255,254,251,255,255,255,0,0,0,0,1,0,2,183,207,255,254,253,255,255,100,255,0,0,3,2,0,0,0,254,252,255,254,255,255,255,255,249,3,1,0,0,1,0,19,255,255,109,190,115,123,253,255,255,0,2,0,0,1,0,254,255,112,171,130,121,121,254,255,253,0,1,0,0,1,2,20,255,255,118,121,255,254,255,252,149,1,0,0,1,0,0,3,254,253,254,255,130,255,255,255,0,3,1,1,0,0,0,0,255,255,255,255,255,255,252,212,4,0,0,0,2,3,2,1,0,255,253,255,254,253,254,1,0,2,1,0,2,0,0,1,0,2,217,56,190,2,0,3,0,1,0,2,0,2,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,3,0,0,1,1,0,0
T,0,0,1,0,2,0,0,2,0,0,0,0,1,0,3,0,1,0,0,4,0,0,2,135,137,2,1,0,0,1,0,3,0,4,0,0,0,1,0,131,129,252,0,1,1,0,3,0,0,0,5,0,1,171,255,129,254,255,255,0,1,0,0,0,1,0,0,172,106,146,252,226,103,255,254,0,1,1,0,0,2,1,194,255,254,89,255,253,255,209,255,2,0,0,5,0,0,0,255,243,255,254,254,247,254,105,197,2,0,2,0,0,0,1,253,244,254,101,115,255,255,253,255,0,1,1,0,2,0,0,254,131,255,116,103,253,255,255,255,0,0,1,0,0,0,55,255,252,120,255,113,255,255,254,253,2,0,0,4,0,0,0,255,255,253,255,255,252,255,254,1,0,1,0,0,0,4,0,255,129,252,255,255,255,255,253,1,1,0,0,2,1,0,2,0,253,255,255,253,255,250,4,1,2,0,4,0,0,4,0,0,1,122,149,0,0,9,0,0,0,1,1,2,1,0,2,1,0,0,2,0,0,0,1,0,3,0,0,1,0,1,0,0,2,0,0,2,0,1,0,3,0,1,2,0,2
Q,2,0,2,0,0,3,0,0,0,1,0,3,0,0,3,0,0,2,0,1,0,0,1,0,1,2,1,0,0,4,0,0,2,0,0,0,1,0,1,0,0,27,255,77,1,0,1,2,0,5,0,0,0,5,0,255,255,255,254,255,229,0,2,0,0,0,0,0,0,254,255,255,255,254,254,254,254,1,0,2,3,0,4,215,252,253,255,252,254,255,255,255,254,0,2,0,0,0,0,255,255,255,251,255,255,254,254,255,255,0,1,0,0,0,1,253,255,241,255,254,254,255,253,255,254,0,0,1,1,0,74,194,255,255,204,252,254,255,255,252,24,0,0,0,0,0,8,223,253,221,255,255,208,255,252,242,0,0,0,2,2,0,81,253,255,251,255,204,255,250,255,1,0,2,1,0,0,0,255,253,255,255,253,223,254,255,255,0,0,0,1,0,1,0,87,255,253,0,3,1,253,255,249,2,1,0,1,2,0,0,74,255,16,1,0,0,51,255,254,0,1,0,0,1,2,0,206,255,0,0,3,0,2,251,255,3,0,3,0,0,0,2,252,255,2,0,0,0,0,1,2,0,1,0,1,1
